months_since_last_pymnt_d_last_credit_pull_d,months_since_issue_d_last_credit_pull_d,out_prncp_inv,grade,last_pymnt_amnt,dti,total_rev_hi_lim,total_rec_int,months_since_earliest_cr_line,revol_util,tot_cur_bal,verification_status,inq_last_6mths,credit_event
0,9,5615.07,B,235.69,19.88,18400,527.49,159,28.1,194006,Not Verified,0,0
0,2,11211.32,C,405.37,4.2,26500,243.03,104,41.7,14279,Not Verified,1,0
0,7,6616.86,C,264.75,15.0,8300,558.46,166,97.5,112527,Not Verified,0,0
0,9,5378.86,A,215.12,11.65,28500,312.34,200,36.7,190574,Not Verified,1,0
0,2,20530.64,D,506.34,10.75,9000,525.11,270,67.9,47944,Source Verified,1,0
0,2,9526.33,B,327.34,11.34,30800,174.9,313,97.9,30165,Source Verified,0,0
0,12,12619.58,C,336.64,15.67,14300,1701.65,99,22.2,160167,Not Verified,0,0
0,11,21738.6,D,602.52,10.61,23400,3344.67,95,50.8,78570,Source Verified,0,0
0,9,12624.17,C,320.92,30.74,5500,1244.48,288,77.3,42549,Verified,1,0
0,3,28895.29,C,671.74,26.7,62200,859.3,228,66.7,300585,Source Verified,0,0
1,12,22120.25,D,1167.02,3.99,32800,2716.51,244,82.8,322167,Verified,1,1
1,8,9219.18,D,248.48,23.0,4500,949.1,151,65.7,313902,Not Verified,0,0
1,2,19501.07,A,619.93,9.91,38000,100.83,165,46.4,221128,Source Verified,1,0
0,6,7698.13,C,300.18,19.46,26300,514.52,288,63.1,25268,Source Verified,0,0
0,10,10797.53,C,477.18,38.69,35200,1334.3,228,61.0,221457,Not Verified,0,0
0,1,13212.5,D,485.16,9.59,24400,171.3,116,23.3,39398,Verified,2,0
1,3,29267.29,C,671.74,11.98,56500,590.29,339,66.6,51926,Source Verified,1,0
0,4,15261.48,B,548.47,32.73,29000,536.22,180,53.8,63168,Source Verified,1,0
0,1,7807.83,B,257.24,24.39,45200,56.39,299,46.6,295747,Verified,0,0
1,2,11361.97,C,395.46,22.17,14500,110.36,193,68.1,103553,Verified,0,0
0,5,15033.63,C,366.76,13.68,18000,855.58,159,83.8,135374,Source Verified,0,0
0,3,11625.78,E,308.33,31.15,15770,538.4,59,53.0,86440,Source Verified,2,0
0,3,11719.86,C,279.16,20.73,17700,296.83,259,79.8,496886,Source Verified,0,0
1,10,13903.84,B,565.56,8.84,39000,985.7,267,50.2,117720,Not Verified,0,0
1,3,4753.13,B,157.1,19.27,9700,65.06,270,32.6,5057,Not Verified,0,0
0,6,5922.15,A,213.72,10.82,25100,202.04,381,56.2,193603,Not Verified,0,0
1,3,0.0,C,15139.27,12.25,14900,460.89,144,59.2,250159,Not Verified,1,0
1,2,11584.93,F,338.22,12.93,27300,312.12,85,50.9,22844,Verified,0,0
0,1,23710.76,C,608.19,22.23,39600,302.16,184,58.5,249805,Verified,0,0
1,8,16555.93,D,443.01,15.57,13300,1638.65,227,92.9,12361,Source Verified,0,0
0,9,18519.91,A,750.86,21.55,47100,1256.61,193,42.9,146658,Source Verified,0,0
1,6,32982.76,D,861.4,27.9,42400,2296.23,395,63.2,251144,Verified,1,0
0,12,14131.2,A,346.25,20.68,28500,1311.36,256,95.1,43085,Verified,0,0
1,8,0.0,C,15142.69,5.12,40400,1303.42,208,23.8,109355,Verified,0,0
1,11,7305.43,A,306.6,3.36,13000,562.84,203,56.1,129524,Verified,1,0
0,10,7798.78,B,327.34,4.34,10000,771.68,196,75.5,71976,Not Verified,0,0
0,5,32851.56,C,790.82,11.15,42900,1780.98,221,77.9,577766,Source Verified,0,0
0,11,14566.8,A,342.8,19.73,48200,1029.94,181,13.2,102541,Source Verified,0,0
0,7,18344.54,C,472.14,17.51,20600,1616.96,151,82.8,131899,Source Verified,1,0
1,2,7812.82,B,263.78,5.55,9800,68.94,161,47.7,9361,Source Verified,0,0
0,6,8517.69,B,318.79,34.86,18500,425.34,205,49.4,55763,Source Verified,0,0
1,4,9303.59,C,335.45,0.0,24500,302.89,252,0.0,0,Source Verified,1,0
0,4,5418.27,B,193.58,30.53,11500,185.93,299,76.6,128813,Source Verified,0,0
0,6,20840.32,C,504.93,17.68,55400,1327.63,260,56.2,31152,Source Verified,0,0
1,11,21119.93,B,916.56,28.66,61500,2251.34,182,67.7,98699,Source Verified,0,0
0,4,13591.85,C,500.3,14.13,14600,567.45,164,45.5,23796,Source Verified,1,0
0,4,28640.13,C,1086.57,33.23,22300,1460.77,229,43.4,175279,Verified,1,0
0,7,7134.51,F,326.57,28.62,4200,1084.4,210,19.6,242667,Source Verified,0,0
7,11,0.0,C,267.21,22.05,30700,350.13,347,44.8,117319,Source Verified,1,1
0,11,12959.06,B,565.56,15.76,58600,1172.04,509,74.6,43722,Source Verified,0,0
0,4,32399.03,B,1099.69,20.09,149100,682.19,168,40.0,351595,Verified,0,0
0,4,33506.29,D,886.11,15.63,50400,2033.36,202,24.6,61366,Verified,0,0
0,12,6934.63,A,314.25,32.28,12700,701.08,428,38.8,119221,Source Verified,0,0
0,10,24329.08,B,631.28,17.8,38200,2421.11,351,73.0,151449,Verified,0,0
0,9,15836.36,B,382.36,6.71,21400,1267.61,295,68.0,14551,Verified,0,0
0,7,24014.02,D,658.26,20.93,41300,2673.43,193,59.0,48555,Source Verified,2,0
0,10,8927.71,E,262.28,21.58,17000,1463.75,263,72.5,30642,Source Verified,0,0
1,10,11419.05,A,455.86,16.7,66700,593.49,186,42.8,174042,Verified,1,0
0,4,10836.57,B,387.15,27.45,14000,371.85,211,60.7,132431,Source Verified,1,0
5,11,0.0,B,2677.69,17.88,26800,167.79,144,73.8,29461,Not Verified,1,0
0,6,11139.71,C,279.16,27.2,165600,796.02,308,39.5,111223,Verified,0,0
0,7,5052.71,D,212.58,11.21,12100,535.25,212,58.9,168937,Source Verified,1,0
0,5,0.0,D,19829.88,24.76,15100,1358.2,168,48.6,49922,Source Verified,1,0
1,4,4209.53,D,162.37,9.68,12100,192.18,450,88.9,121493,Verified,1,0
0,3,5183.85,B,175.95,17.04,58500,106.61,213,91.9,401068,Source Verified,1,0
0,11,14747.7,C,683.46,13.5,51500,2250.22,233,21.8,37944,Verified,0,0
1,3,15429.66,F,460.73,7.72,18700,629.32,131,7.6,36447,Verified,0,0
10,11,0.0,B,8078.3,13.91,26500,119.03,108,55.2,41401,Not Verified,1,0
-4,0,8978.83,A,305.31,13.31,19300,196.6,172,63.6,68563,Not Verified,0,0
0,6,24495.06,G,794.91,31.75,11500,3460.41,141,84.2,46030,Source Verified,0,0
0,7,16607.33,B,654.68,12.99,19700,1165.67,234,62.6,103767,Source Verified,1,0
0,12,7228.04,B,329.13,7.92,17000,772.59,81,73.3,17451,Not Verified,0,0
0,1,15656.16,D,570.37,17.76,17900,211.43,204,49.0,19804,Verified,1,0
0,7,23090.42,D,632.94,24.18,57500,2496.19,129,30.3,420920,Source Verified,2,0
0,2,11169.85,B,377.04,4.25,15900,153.41,241,95.3,444907,Source Verified,0,0
0,10,6046.38,B,263.93,17.09,23400,680.56,71,11.4,32989,Verified,0,0
0,2,11700.65,B,263.86,13.63,27400,216.88,279,35.7,30796,Source Verified,0,0
0,11,2318.94,D,109.24,23.67,5910,392.87,154,69.0,4096,Verified,2,0
0,11,12889.72,A,555.13,17.87,45800,989.23,336,64.6,346548,Not Verified,1,0
-1,4,0.0,A,26092.04,19.81,93700,707.77,218,15.4,496468,Verified,0,0
1,12,25750.06,B,667.19,6.07,22500,3069.17,226,48.1,21506,Verified,0,0
0,2,14227.83,A,451.73,9.37,37800,122.42,189,51.6,34462,Source Verified,0,0
0,10,6115.86,C,275.96,15.47,8900,868.95,157,55.6,95521,Not Verified,0,0
0,5,7098.59,D,279.72,26.61,24000,526.72,108,94.1,41848,Verified,1,0
0,8,9120.42,D,253.18,25.79,12600,1126.02,259,37.6,154632,Not Verified,0,0
0,5,4376.47,B,157.1,18.07,15100,157.43,131,74.3,113607,Source Verified,0,0
4,5,0.0,A,9529.15,28.56,39700,20.82,178,34.4,97906,Not Verified,0,0
0,3,7420.7,B,258.1,13.15,10600,186.12,264,34.3,7023,Verified,0,0
0,6,12709.64,A,462.41,17.44,28000,518.55,245,64.4,36366,Source Verified,0,0
0,1,14816.27,C,333.6,13.17,14900,139.88,207,73.0,284805,Verified,0,0
0,10,26610.34,C,1184.86,16.78,58300,3452.04,233,69.8,114719,Source Verified,0,0
0,1,3900.21,A,123.99,6.96,17200,22.59,214,30.7,5274,Verified,1,0
1,11,17530.17,D,496.92,29.28,48200,2730.09,76,48.2,48374,Source Verified,0,0
0,1,29644.14,C,685.36,23.03,81100,307.53,205,49.0,286555,Source Verified,0,0
0,11,14786.53,C,689.89,37.33,27700,2359.04,118,68.3,46680,Verified,1,0
0,10,5960.65,C,254.95,22.83,5450,649.84,177,80.0,33789,Not Verified,0,0
0,8,32620.68,G,1087.23,15.02,110200,6264.31,87,13.7,167630,Verified,5,0
0,6,5649.24,C,214.69,3.68,5800,313.67,139,87.6,129228,Source Verified,0,0
0,10,26309.29,D,1227.7,7.13,19400,4527.53,145,18.1,32254,Not Verified,0,0
1,2,14827.52,C,351.6,19.01,27100,161.21,128,69.6,169773,Not Verified,0,0
1,3,10933.88,C,256.74,22.5,5400,230.77,181,34.6,34489,Source Verified,1,0
0,9,13843.06,A,555.13,18.72,86200,832.31,157,27.5,70008,Not Verified,2,0
0,3,28924.85,C,687.68,12.55,28200,943.46,180,83.4,311147,Verified,1,0
5,12,0.0,B,4343.89,12.34,40200,336.86,234,36.6,191783,Not Verified,0,0
0,4,13113.68,B,474.65,15.27,14900,503.43,224,85.8,33514,Source Verified,1,0
0,10,11412.55,C,507.8,36.48,6700,1479.44,198,46.1,80516,Verified,0,0
0,8,14164.47,F,543.19,32.8,9000,2193.32,144,70.4,92925,Verified,1,0
0,9,11577.18,C,302.42,16.55,61700,1278.75,103,64.3,284095,Source Verified,1,0
0,5,17656.27,F,526.35,37.8,30700,1708.29,237,32.3,151423,Verified,2,0
0,1,34655.94,E,927.1,15.88,63800,544.17,159,87.9,337702,Verified,1,0
0,2,0.0,C,206.38,31.14,29400,38.19,169,67.1,26813,Source Verified,1,0
0,7,25205.21,D,1048.95,36.32,15500,2495.83,274,57.4,139655,Verified,0,0
0,1,17762.41,B,375.14,17.97,21200,128.38,277,61.8,266740,Source Verified,0,0
0,6,6222.06,B,238.96,17.06,36200,368.29,197,70.0,141015,Not Verified,0,0
0,2,14306.21,C,502.46,5.42,38700,300.64,197,53.5,335219,Source Verified,0,0
0,9,22288.4,B,521.03,9.06,57600,1431.17,365,58.4,316130,Source Verified,2,0
0,1,4668.05,C,163.97,36.07,14800,53.22,132,64.2,188174,Verified,0,0
0,6,9348.26,B,345.62,18.72,20500,421.73,76,51.6,29915,Not Verified,1,0
0,7,14165.46,A,538.12,14.52,30700,694.6,231,55.8,30993,Verified,0,0
0,2,21012.81,B,439.84,18.72,26000,282.67,247,71.6,345810,Not Verified,0,0
1,4,8943.99,C,328.06,27.46,26500,320.71,148,53.4,320224,Verified,1,0
0,9,12254.17,D,566.28,18.3,7500,1533.41,235,45.0,147480,Verified,1,0
0,5,13038.75,B,285.08,23.96,93000,457.79,290,80.8,276194,Source Verified,0,0
0,2,5308.16,D,196.64,11.29,5300,102.95,221,41.9,30380,Verified,1,0
0,3,16100.62,B,346.17,12.33,106900,319.82,189,8.4,15189,Not Verified,0,0
0,5,20995.45,A,750.86,6.61,38400,739.23,189,83.1,43785,Verified,0,0
0,5,4365.6,A,154.14,33.01,34700,134.39,202,84.8,333944,Verified,0,0
1,5,7693.47,B,280.42,22.13,8100,309.71,40,49.7,22611,Source Verified,0,0
0,4,28606.95,C,708.2,17.21,55100,1415.33,266,93.2,288398,Source Verified,3,0
0,6,14755.63,D,613.4,26.09,47000,1402.29,132,40.4,39242,Not Verified,1,0
0,2,9757.63,B,318.79,7.39,18300,71.33,171,47.4,14552,Source Verified,3,0
0,5,6200.72,C,241.46,19.89,41900,405.16,303,39.7,72191,Verified,4,0
0,1,34194.82,C,1172.39,4.14,32700,342.73,203,40.1,269629,Source Verified,0,0
1,11,7491.2,B,318.79,12.71,22300,674.01,155,45.5,10147,Source Verified,0,0
0,5,0.0,D,9.03,39.39,14300,218.3,165,79.5,70112,Verified,1,0
1,8,7915.05,C,320.19,34.69,21800,633.15,51,18.6,19475,Verified,1,0
0,3,23107.76,A,770.68,2.03,90100,400.66,234,44.4,327705,Source Verified,1,0
0,8,22766.5,B,550.2,29.96,91000,1585.87,314,12.8,229818,Source Verified,0,0
0,3,4759.61,B,161.32,28.38,23700,76.7,302,27.8,15655,Verified,3,0
0,5,14175.3,D,372.71,10.69,19900,1024.69,154,33.3,13153,Verified,1,0
0,2,23945.11,C,861.03,14.53,24500,552.25,332,32.4,29410,Verified,0,0
0,7,12663.3,D,539.06,29.84,26505,1422.08,157,67.0,167823,Verified,1,0
1,6,5638.73,B,211.14,24.49,30800,290.33,304,81.2,427707,Verified,0,0
1,10,26184.35,B,1099.05,23.48,118500,2521.29,477,70.9,263361,Verified,0,0
0,9,4699.6,C,200.12,31.37,11700,492.49,74,82.4,188268,Source Verified,1,0
0,4,22576.16,B,806.57,22.29,93700,788.56,405,49.6,193240,Source Verified,2,0
0,5,3530.78,C,134.18,3.51,4100,196.04,48,98.9,4056,Source Verified,0,0
1,12,7298.04,B,329.48,2.07,11700,915.96,95,27.5,3219,Verified,3,0
0,5,6990.0,A,247.97,11.1,40100,226.62,358,27.8,396378,Not Verified,0,0
0,3,19181.67,B,407.26,15.84,16700,394.36,149,58.3,504248,Source Verified,0,0
0,4,13913.82,B,483.94,8.4,22700,415.59,97,59.6,13528,Source Verified,0,0
0,11,19477.76,D,539.86,35.7,40100,2996.82,372,54.3,81075,Verified,1,0
1,8,24080.06,E,677.18,19.1,35500,2751.02,225,75.0,323621,Verified,0,0
0,4,8978.83,A,305.31,11.29,31400,212.2,193,27.3,214200,Not Verified,0,0
0,5,15766.65,C,596.19,4.84,9000,860.4,185,41.1,450700,Verified,0,0
0,10,1933.04,D,90.21,26.74,23200,332.66,243,66.8,33774,Not Verified,1,0
1,8,15168.04,A,564.82,21.57,60500,605.75,274,61.2,190608,Not Verified,2,0
0,12,5016.38,A,251.4,6.5,8500,524.08,145,79.6,202258,Not Verified,2,0
0,8,14136.01,B,560.84,22.0,26300,1109.49,187,48.5,310716,Source Verified,1,0
0,1,3417.76,B,114.96,11.9,14000,28.36,237,85.1,233696,Verified,0,0
0,9,28776.73,E,1269.73,19.48,37500,3899.08,219,52.7,94716,Source Verified,2,0
0,3,14413.85,B,318.64,14.41,53800,353.12,275,43.0,34301,Not Verified,1,0
0,2,7628.31,C,304.18,19.87,7800,193.86,133,79.6,55763,Source Verified,0,0
0,10,11116.7,A,458.99,10.17,39800,701.28,175,42.7,162596,Not Verified,0,0
1,6,15936.9,E,432.3,28.41,66800,1256.06,116,26.2,141029,Source Verified,2,0
0,7,1666.3,C,66.71,6.75,8800,130.54,166,49.4,6516,Verified,2,0
0,2,7986.78,A,3157.67,15.05,20900,113.36,82,68.4,33135,Verified,0,0
0,1,9765.07,B,328.43,15.98,29100,81.03,385,50.1,17302,Verified,1,0
0,10,5247.54,B,235.69,9.9,15800,570.65,240,49.8,28417,Not Verified,2,0
0,3,1845.23,A,60.23,10.68,35800,24.74,435,22.1,16841,Not Verified,0,0
0,1,1954.4,C,67.57,27.44,10500,19.04,173,20.1,132586,Source Verified,0,0
1,8,12139.64,D,513.33,13.96,7200,1319.36,187,22.1,22221,Source Verified,1,0
0,3,17154.2,B,593.83,15.64,31100,318.8,251,51.5,22670,Source Verified,2,0
0,5,33095.21,D,886.11,32.85,34600,2514.69,229,82.2,106322,Source Verified,2,0
0,4,10281.03,C,247.57,28.96,38600,455.31,305,87.2,233497,Verified,0,0
0,6,13732.62,D,565.02,19.0,38800,1257.78,397,25.7,324317,Verified,0,0
0,1,11833.51,A,239.09,5.86,92500,67.76,371,7.7,140726,Not Verified,0,0
0,7,14350.71,C,586.07,30.72,21100,1196.56,183,40.7,19954,Verified,0,0
0,6,18415.89,B,669.46,9.12,52200,794.24,201,61.8,32275,Source Verified,0,0
0,2,0.0,C,20091.71,15.58,33600,535.35,122,63.5,306564,Source Verified,0,0
1,2,17578.86,B,593.49,8.63,19300,155.11,262,58.0,289198,Source Verified,1,0
0,6,18417.28,B,424.85,16.49,16500,944.18,132,94.3,273542,Source Verified,0,0
1,10,15686.12,C,670.9,35.14,63300,1710.12,241,68.0,81183,Source Verified,0,0
0,4,3256.58,D,139.86,8.72,11200,172.69,161,31.0,9386,Verified,0,0
0,9,7772.43,B,322.63,30.59,32300,670.55,128,74.1,228155,Not Verified,0,0
0,6,23338.84,D,621.18,24.0,8500,2018.73,230,74.6,58032,Source Verified,0,0
0,8,1533.45,C,90.38,4.8,21100,123.65,190,19.3,34358,Not Verified,1,0
1,8,25644.33,C,651.37,12.67,3400,2182.16,166,74.4,328224,Not Verified,0,0
0,2,9746.69,A,305.31,19.48,53800,48.53,439,19.1,39750,Not Verified,0,0
1,10,14071.47,F,434.75,34.02,4400,2667.57,161,26.6,64021,Source Verified,1,0
0,1,5421.13,C,184.32,10.41,11800,48.06,362,38.3,4518,Not Verified,0,0
0,6,22483.18,B,528.19,7.91,75800,1108.76,181,78.3,90446,Source Verified,0,0
0,1,11727.52,E,306.03,15.21,14300,169.87,223,34.7,245227,Not Verified,0,0
0,2,17570.61,C,411.22,8.65,18900,379.87,232,49.3,99435,Source Verified,0,0
0,5,18831.96,C,472.14,13.34,26600,1176.38,191,43.2,98256,Source Verified,0,0
1,8,3288.66,A,123.99,19.04,11300,154.98,473,42.5,22819,Verified,0,0
0,10,7401.04,A,307.31,9.23,15200,488.98,175,73.7,128214,Not Verified,0,0
1,5,11407.78,C,268.7,23.93,10500,474.39,137,80.5,21791,Not Verified,1,0
0,10,18548.91,A,768.28,14.78,51800,1222.43,216,98.0,62490,Verified,0,0
0,2,29387.96,C,1040.45,25.15,29300,623.76,338,72.5,43669,Source Verified,0,0
3,12,28688.19,D,1250.29,9.11,12200,3657.18,219,49.1,331857,Source Verified,1,1
0,3,4621.54,A,154.14,21.52,15600,72.48,214,49.1,135968,Not Verified,1,0
0,7,13285.82,B,523.75,26.33,29200,932.53,209,64.9,181964,Not Verified,1,0
0,12,2116.64,B,99.63,20.9,13700,310.2,104,24.6,67821,Verified,1,0
0,11,2148.9,A,92.62,1.1,28400,165.39,88,8.6,233626,Verified,0,0
1,3,15242.11,B,523.75,27.72,47800,279.84,232,54.9,135927,Not Verified,0,0
0,12,3553.84,C,170.07,14.95,21400,587.09,196,47.2,10104,Verified,0,0
0,6,2719.46,B,100.55,23.44,54800,124.0,263,90.8,53533,Verified,1,0
0,12,15565.12,B,683.57,2.3,46900,1481.62,300,17.1,8028,Verified,0,0
0,3,11108.23,B,377.04,22.54,14000,228.44,108,73.7,21665,Verified,0,0
0,4,25861.11,A,854.87,2.37,41500,469.39,147,49.7,600623,Source Verified,0,0
0,9,15448.8,B,628.39,19.31,30600,1095.22,168,54.0,214931,Source Verified,0,0
0,1,34386.77,D,840.2,10.89,43600,389.53,312,41.6,836269,Source Verified,1,0
0,11,14473.37,C,382.17,24.72,26200,1865.12,167,70.4,44330,Source Verified,0,0
0,8,19781.22,B,754.07,24.55,28800,1114.24,165,90.0,49053,Source Verified,0,0
1,9,963.35,B,38.72,14.23,900,72.44,103,26.6,288723,Not Verified,0,0
1,3,20843.79,E,554.77,30.16,26500,655.11,76,72.8,79534,Source Verified,1,0
1,7,22230.05,D,602.56,30.46,50800,2045.18,140,66.8,57143,Source Verified,1,0
0,1,17573.36,B,586.24,10.9,48500,138.32,204,36.6,87821,Source Verified,0,0
0,12,5823.22,E,294.22,36.48,8900,1332.48,89,80.9,53578,Source Verified,1,0
0,4,9767.43,B,367.47,20.26,40400,389.01,188,22.4,155208,Not Verified,0,0
0,5,10999.26,B,409.18,38.93,56800,537.53,351,45.4,116095,Not Verified,3,0
0,9,21181.21,B,521.7,16.2,60500,1861.86,416,42.6,286370,Source Verified,3,0
0,1,19553.1,C,688.23,15.47,12500,225.24,212,27.2,232408,Source Verified,2,0
0,5,7872.69,B,300.0,16.37,36000,346.07,338,51.8,536678,Source Verified,0,0
0,9,17047.29,D,476.79,22.99,20600,2369.9,108,58.0,35157,Verified,0,0
0,6,29659.52,B,1099.69,24.98,32500,1326.74,237,73.3,301076,Source Verified,0,0
0,9,14353.11,D,393.79,33.49,66100,1882.51,330,81.3,190533,Source Verified,0,0
0,10,2981.73,A,125.15,6.49,8500,231.48,444,63.1,34877,Not Verified,0,0
0,7,1231.96,A,46.25,26.38,151600,54.56,381,48.7,465064,Verified,2,0
1,6,25337.89,E,698.02,34.53,64300,2041.96,241,66.4,64209,Source Verified,0,0
0,12,4606.48,C,218.98,23.94,8800,724.86,140,61.6,5418,Source Verified,2,0
3,6,25576.74,E,678.32,12.8,42100,1184.49,99,24.5,24283,Source Verified,3,1
0,5,10434.76,B,400.0,19.8,23600,428.65,134,32.2,8244,Not Verified,1,0
0,1,18203.59,C,633.58,26.7,53400,183.88,99,69.6,324410,Source Verified,2,0
0,8,23524.87,D,979.02,20.18,170000,2438.71,397,76.2,633499,Source Verified,0,0
1,6,0.0,C,16629.04,18.93,11900,1018.19,199,71.4,176679,Source Verified,0,0
0,8,2437.07,C,102.52,18.03,16800,254.9,193,13.9,26911,Verified,0,0
0,12,10297.47,A,456.54,17.56,51700,765.9,134,39.6,249150,Not Verified,0,0
1,12,4361.7,B,194.99,12.55,24400,499.6,140,34.8,82731,Not Verified,0,0
0,9,1931.09,B,78.55,15.81,28000,136.9,282,71.4,451076,Not Verified,0,0
0,12,19692.02,D,557.98,20.38,46100,3417.39,167,63.9,161604,Source Verified,1,0
0,8,32203.44,E,960.11,15.71,21100,4842.18,242,7.7,159410,Verified,0,0
0,6,5922.15,A,213.72,9.75,25800,202.04,146,25.3,125724,Source Verified,2,0
1,11,5963.57,A,250.29,2.51,7500,459.46,179,74.3,5574,Not Verified,0,0
1,9,15215.88,B,605.7,11.26,15700,1051.8,272,84.4,147576,Not Verified,0,0
0,11,7335.37,C,335.45,18.18,7100,968.92,82,85.0,145413,Not Verified,0,0
0,12,5970.55,C,285.71,18.76,26400,983.13,173,88.2,31058,Source Verified,2,0
1,9,21421.08,C,883.86,9.32,34200,1973.87,162,76.6,26196,Verified,0,0
2,7,0.0,D,10474.1,16.05,40537,860.57,88,48.0,177226,Verified,4,0
10,12,0.0,E,15017.1,31.65,86400,557.82,117,3.1,32770,Verified,2,0
0,5,20081.87,A,709.02,11.82,99800,609.36,514,21.5,221416,Not Verified,1,0
0,10,22388.53,B,942.59,24.87,102400,1800.8,245,32.4,368183,Verified,1,0
0,4,17007.55,A,364.03,8.32,27500,455.78,167,25.9,170331,Not Verified,0,0
0,5,3699.45,B,138.56,7.17,7300,189.56,160,55.8,392354,Source Verified,1,0
1,5,0.0,D,7863.66,9.0,7700,494.3,148,64.2,39671,Source Verified,0,0
0,2,5698.1,A,184.97,15.69,16800,65.74,352,50.3,230112,Source Verified,0,0
0,5,30801.04,E,862.86,31.05,25500,2586.64,173,79.6,319193,Source Verified,1,0
2,7,0.0,C,22079.38,20.52,57600,1265.86,187,64.4,220555,Verified,3,0
1,4,9631.74,C,223.92,23.79,30400,296.67,173,47.6,43328,Not Verified,0,0
0,4,13591.85,C,500.3,11.56,33600,582.81,255,85.1,28580,Verified,0,0
0,4,31732.85,C,1174.07,11.18,23350,1367.44,408,71.0,415866,Verified,0,0
7,11,0.0,C,2278.96,21.98,10500,119.81,177,49.8,6573,Not Verified,0,0
0,2,23516.54,E,629.1,30.83,7700,369.26,125,74.1,46573,Verified,2,0
1,4,7403.02,A,250.29,19.65,12600,150.38,157,65.7,22946,Source Verified,0,0
1,6,33221.43,E,927.1,29.61,87900,2818.06,500,67.9,221247,Verified,1,0
1,5,5430.66,B,197.95,19.4,21500,243.59,115,78.5,32017,Source Verified,0,0
0,12,18723.69,A,848.46,26.53,46700,1892.93,259,22.6,54530,Source Verified,1,0
0,7,16663.29,C,667.06,6.45,9100,1331.42,212,63.2,543462,Source Verified,0,0
1,12,0.0,F,31532.89,11.86,25500,7782.4,148,66.3,31867,Verified,1,0
0,6,14808.87,C,578.65,29.1,38100,1018.61,429,74.5,513393,Not Verified,1,0
0,1,13550.32,D,496.01,17.16,11500,180.21,102,68.3,42549,Source Verified,1,0
0,4,20811.54,C,515.22,17.59,60500,1029.66,315,30.6,200355,Not Verified,0,0
0,5,18381.24,B,659.81,18.45,41900,670.75,281,85.1,82796,Source Verified,0,0
0,5,2657.42,C,103.49,25.93,10100,152.89,172,53.2,25849,Source Verified,0,0
0,1,16568.77,D,413.47,30.1,16500,216.25,204,75.3,102312,Verified,0,0
0,6,16996.89,B,628.39,26.83,64000,794.49,179,57.2,206671,Source Verified,0,0
0,3,18494.14,A,619.93,8.7,65180,345.86,229,3.0,16751,Not Verified,1,0
0,12,24694.27,B,1162.34,11.28,65000,3595.72,198,92.3,131787,Verified,0,0
0,8,3899.33,C,164.03,25.59,13200,404.11,39,54.9,13056,Not Verified,0,0
0,1,7322.23,B,244.27,24.13,24000,62.07,252,55.8,24336,Verified,1,0
2,9,0.0,D,12663.22,15.41,28500,1098.63,311,25.5,14972,Source Verified,3,0
1,5,7235.12,B,261.88,4.97,8100,272.87,147,50.3,4073,Verified,1,0
0,8,11929.69,A,498.13,28.49,30000,660.32,121,67.1,37428,Source Verified,0,0
0,7,5963.0,B,232.29,36.24,14000,385.03,149,92.2,27100,Source Verified,0,0
0,7,12648.74,A,474.74,23.92,23000,566.03,116,49.9,121872,Not Verified,0,0
1,2,8778.57,B,282.78,7.07,30900,51.13,344,91.4,389486,Source Verified,1,0
0,7,10294.63,A,391.08,17.65,18700,521.23,219,68.0,281071,Not Verified,0,0
0,8,4080.65,D,174.83,15.73,6800,470.62,252,91.0,167734,Not Verified,4,0
0,4,15411.8,D,613.4,25.39,30500,937.39,136,46.7,239234,Verified,3,0
0,7,5847.61,C,236.98,21.37,29800,501.29,109,46.9,18147,Verified,0,0
1,4,17253.86,A,1000.0,3.46,33700,247.95,182,18.3,9697,Not Verified,0,0
0,3,9275.86,B,322.63,15.31,15700,232.65,178,53.5,27050,Source Verified,2,0
3,4,0.0,D,4074.09,16.24,22600,70.62,127,61.2,164018,Source Verified,1,0
0,12,10602.07,C,501.02,36.99,111500,1603.99,373,48.5,251610,Verified,0,0
0,6,23069.38,B,543.44,8.12,30900,1299.49,185,72.5,443123,Not Verified,0,0
0,6,8498.41,B,314.2,13.32,16100,379.07,170,62.7,22771,Source Verified,0,0
0,10,10611.06,C,466.95,9.09,57900,1261.44,180,55.7,159353,Source Verified,3,0
0,11,21907.22,D,632.94,32.4,29900,3807.55,234,74.8,302495,Verified,1,0
0,5,8720.21,A,305.31,11.06,43400,239.83,179,34.4,413956,Not Verified,0,0
1,5,28344.68,C,697.9,6.83,21000,1409.44,213,14.8,39404,Source Verified,1,0
0,4,22410.18,F,656.0,15.6,21700,1699.73,109,37.0,407869,Verified,3,0
0,4,7637.34,C,289.76,2.5,17700,440.81,48,5.0,885,Source Verified,1,0
0,3,0.0,C,13702.3,15.28,78900,531.4,360,21.7,17143,Not Verified,0,0
0,3,19933.14,B,444.54,21.47,39500,378.46,180,55.9,435843,Source Verified,0,0
0,6,15381.59,C,372.82,26.83,18700,980.27,271,71.1,44627,Verified,0,0
0,10,3595.77,B,153.02,17.4,50900,323.52,245,66.7,560622,Source Verified,0,0
0,10,21722.36,B,543.44,22.31,53200,2126.23,444,54.1,429727,Source Verified,1,0
4,6,199.35,E,5762.72,6.31,26000,168.41,132,9.0,10380,Verified,0,1
1,3,14256.23,A,469.29,20.07,21900,181.66,197,32.3,26211,Source Verified,1,0
